0,0,0,0,0
1,0.066666667,0.133333333,1,2
2,0.066666667,0.4,1,6
3,0.066666667,0.4,1,6
4,0.133333333,0.333333333,2,5
5,0.333333333,0.2,5,3
6,0.066666667,0.466666667,1,7
7,0.133333333,0.466666667,2,7
8,0.466666667,0.2,7,3
10,0.266666667,0.333333333,4,5
10,0.066666667,0.733333333,1,11
12,0.333333333,0.066666667,5,1
12,0.4,0.4,6,6
13,0.6,0,9,0
14,0.133333333,0.4,2,6
15,0.533333333,0.133333333,8,2
16,0.133333333,0.333333333,2,5
16,0.133333333,0.333333333,2,5
17,0.066666667,0.4,1,6
18,0.533333333,0.066666667,8,1
18,0.066666667,0.333333333,1,5
19,0.066666667,0.533333333,1,8
20,0.6,0.066666667,9,1
21,0.133333333,0.466666667,2,7
22,0.266666667,0.4,4,6
23,0.2,0.466666667,3,7
23,0.066666667,0.6,1,9
24,0.4,0.266666667,6,4
25,0.266666667,0.266666667,4,4
26,0.2,0.466666667,3,7
26,0.066666667,0.6,1,9
27,0.133333333,0.4,2,6
29,0.466666667,0.2,7,3
29,0.066666667,0.733333333,1,11
30,0.066666667,0.6,1,9
31,0.266666667,0.4,4,6
31,0.333333333,0.133333333,5,2
32,0.133333333,0.533333333,2,8
33,0.533333333,0.066666667,8,1
34,0.533333333,0.066666667,8,1
34,0.4,0.133333333,6,2
35,0.4,0.266666667,6,4
36,0.466666667,0.266666667,7,4
37,0.666666667,0.066666667,10,1
38,0.466666667,0.2,7,3
39,0.666666667,0.066666667,10,1
40,0.4,0.2,6,3
40,0.266666667,0.266666667,4,4
41,0.266666667,0.466666667,4,7
42,0.6,0.066666667,9,1
43,0,0.666666667,0,10
43,0.133333333,0.333333333,2,5
44,0.2,0.333333333,3,5
45,0.066666667,0.466666667,1,7
46,0.333333333,0.4,5,6
46,0.333333333,0.333333333,5,5
47,0,0.733333333,0,11
48,0.4,0.2,6,3
48,0.333333333,0.066666667,5,1
49,0.2,0.333333333,3,5
49,0.066666667,0.466666667,1,7
50,0.133333333,0.4,2,6
50,0.266666667,0.266666667,4,4
51,0.4,0.066666667,6,1
52,0.133333333,0.4,2,6
52,0.266666667,0.266666667,4,4
53,0.066666667,0.466666667,1,7
53,0,0.666666667,0,10
54,0.133333333,0.466666667,2,7
55,0.4,0.133333333,6,2
55,0.2,0.4,3,6
56,0.066666667,0.6,1,9
56,0,0.8,0,12
57,0.133333333,0.533333333,2,8
57,0.066666667,0.6,1,9
58,0.133333333,0.333333333,2,5
58,0.2,0.333333333,3,5
59,0.266666667,0.333333333,4,5
59,0.4,0.266666667,6,4
60,0.133333333,0.4,2,6
61,0.333333333,0.2,5,3
61,0.266666667,0.2,4,3
62,0.4,0.133333333,6,2
62,0.266666667,0.066666667,4,1
63,0.8,0,12,0
63,0.533333333,0.066666667,8,1
64,0.466666667,0.133333333,7,2
65,0.4,0.133333333,6,2
65,0,0.4,0,6
66,0.2,0.2,3,3
66,0.066666667,0.6,1,9
66,0.066666667,0.6,1,9
67,0.066666667,0.533333333,1,8
67,0.066666667,0.4,1,6
67,0.133333333,0.533333333,2,8
68,0.333333333,0.2,5,3
68,0.6,0.133333333,9,2
69,0.533333333,0.066666667,8,1
69,0.266666667,0.2,4,3
70,0.266666667,0.4,4,6
70,0.266666667,0.266666667,4,4
71,0.4,0.2,6,3
71,0.6,0.066666667,9,1
72,0.066666667,0.466666667,1,7
72,0.2,0.466666667,3,7
73,0.4,0.333333333,6,5
73,0.866666667,0,13,0
73,0.466666667,0.133333333,7,2
74,0.466666667,0.2,7,3
74,0.2,0.333333333,3,5
75,0.4,0.066666667,6,1
76,0.6,0,9,0
